date_mutation,Unnamed: 0.1,id_mutation,valeur_fonciere,code_commune,code_departement,surface_reelle_bati,nombre_pieces_principales,surface_terrain,Appartement,Dependance,Local,Maison
2017-08-02,941,2017-1158041,340000.0,83008.0,83.0,99.0,4.0,1500.0,0,0,0,1
2017-08-03,1108,2017-1165657,260000.0,83057.0,83.0,107.0,3.0,500.0,0,0,0,1
2017-08-04,1658,2017-1193135,275000.0,84131.0,84.0,101.0,5.0,992.0,0,0,0,1
2017-08-04,405,2017-139744,584000.0,13212.0,13.0,142.0,4.0,839.0,0,0,0,1
2017-08-04,1737,2017-1196325,200000.0,84087.0,84.0,89.0,5.0,567.0,0,0,0,1
2017-08-04,550,2017-146962,1113000.0,13001.0,13.0,221.0,6.0,2000.0,0,0,0,1
2017-08-08,812,2017-158994,222600.0,13066.0,13.0,100.0,5.0,215.0,0,0,0,1
2017-08-10,406,2017-139797,145000.0,13213.0,13.0,30.0,2.0,349.0,0,0,0,1
2017-08-11,946,2017-1158289,10500000.0,83119.0,83.0,249.0,6.0,500.0,0,0,0,1
2017-08-11,1548,2017-1188266,257500.0,84007.0,84.0,61.0,3.0,208.0,0,0,0,1
2017-08-16,297,2017-134246,750000.0,13028.0,13.0,183.0,5.0,2755.0,0,0,0,1
2017-08-22,561,2017-147538,286000.0,13091.0,13.0,89.0,4.0,591.0,0,0,0,1
2017-08-23,558,2017-147362,390500.0,13015.0,13.0,143.0,5.0,233.0,0,0,0,1
2017-08-23,939,2017-1157940,300000.0,83099.0,83.0,104.0,5.0,786.0,0,0,0,1
2017-08-24,300,2017-134429,500000.0,13028.0,13.0,210.0,7.0,311.0,0,0,0,1
2017-08-24,553,2017-147100,146650.0,13069.0,13.0,56.0,4.0,38.0,0,0,0,1
2017-08-24,1113,2017-1165880,270600.0,83012.0,83.0,95.0,5.0,500.0,0,0,0,1
2017-08-25,713,2017-154608,281700.0,13037.0,13.0,87.0,4.0,400.0,0,0,0,1
2017-08-29,1414,2017-1181820,113000.0,83035.0,83.0,40.0,3.0,210.0,0,0,0,1
2017-08-29,1557,2017-1188689,209000.0,84081.0,84.0,100.0,4.0,104.0,0,0,0,1
2017-08-29,1740,2017-1196458,179000.0,84056.0,84.0,93.0,4.0,441.0,0,0,0,1
2017-08-30,1553,2017-1188485,223000.0,84039.0,84.0,80.0,5.0,903.0,0,0,0,1
2017-08-31,1275,2017-1174318,220000.0,83137.0,83.0,200.0,0.0,1220.0,0,0,1,0
2017-09-01,410,2017-140014,215000.0,13212.0,13.0,30.0,2.0,1665.0,0,0,0,1
2017-09-04,564,2017-147672,340000.0,13079.0,13.0,120.0,3.0,375.0,0,0,0,1
2017-09-04,560,2017-147487,965000.0,13001.0,13.0,186.0,6.0,500.0,0,0,0,1
2017-09-07,1124,2017-1166331,395000.0,83108.0,83.0,132.0,5.0,1225.0,0,0,0,1
2017-09-08,1177,2017-1168526,80000.0,83007.0,83.0,38.0,2.0,38.0,0,0,0,1
2017-09-08,1426,2017-1182425,485000.0,83069.0,83.0,157.0,3.0,403.0,0,0,0,1
2017-09-08,1118,2017-1166079,482600.0,83064.0,83.0,139.0,4.0,500.0,0,0,0,1
2017-09-11,176,2017-128124,200000.0,13210.0,13.0,31.0,2.0,60.0,1,0,0,0
2017-09-11,1424,2017-1182302,220000.0,83070.0,83.0,32.0,2.0,119.0,0,0,0,1
2017-09-12,1663,2017-1193328,265000.0,84035.0,84.0,98.0,4.0,923.0,1,0,0,0
2017-09-12,1666,2017-1193434,860000.0,84132.0,84.0,300.0,7.0,4650.0,0,0,0,1
2017-09-13,1670,2017-1193613,345000.0,84065.0,84.0,138.0,5.0,1481.0,0,0,0,1
2017-09-14,816,2017-159184,392150.0,13036.0,13.0,119.0,4.0,1671.0,0,0,0,1
2017-09-14,331,2017-136062,901000.0,13028.0,13.0,144.0,5.0,1324.0,0,0,0,1
2017-09-15,1128,2017-1166498,220000.0,83072.0,83.0,82.0,3.0,350.0,0,0,0,1
2017-09-15,956,2017-1158820,975000.0,83118.0,83.0,219.0,5.0,1000.0,0,0,0,1
2017-09-15,1742,2017-1196524,380090.0,84138.0,84.0,106.0,5.0,977.0,0,0,0,1
2017-09-15,1428,2017-1182530,944450.0,83034.0,83.0,65.0,3.0,547.0,0,0,0,1
2017-09-19,1421,2017-1182168,353000.0,83017.0,83.0,152.0,6.0,1000.0,0,0,0,1
2017-09-19,959,2017-1158980,519780.0,83061.0,83.0,108.0,4.0,500.0,0,0,0,1
2017-09-19,720,2017-154967,472979.0,13043.0,13.0,91.0,5.0,2699.0,0,0,0,1
2017-09-20,1125,2017-1166380,155000.0,83011.0,83.0,63.0,3.0,500.0,0,0,0,1
2017-09-21,304,2017-134663,423000.0,13209.0,13.0,90.0,4.0,498.0,0,0,0,1
2017-09-21,573,2017-148106,220000.0,13099.0,13.0,20.0,1.0,96.0,1,0,0,0
2017-09-21,827,2017-159743,1266000.0,13096.0,13.0,20.0,1.0,1120.0,1,0,0,0
2017-09-22,1423,2017-1182242,530000.0,83069.0,83.0,184.0,5.0,1061.0,0,0,0,1
2017-09-25,572,2017-148049,370000.0,13106.0,13.0,121.0,5.0,974.0,0,0,0,1
2017-09-25,1744,2017-1196617,450000.0,84053.0,84.0,240.0,9.0,1000.0,0,0,0,1
2017-09-25,1132,2017-1166663,214880.0,83113.0,83.0,105.0,4.0,567.0,0,0,0,1
2017-09-25,1123,2017-1166274,405000.0,83116.0,83.0,120.0,5.0,700.0,0,0,0,1
2017-09-26,1278,2017-1174491,215000.0,83137.0,83.0,60.0,1.0,104.0,0,0,0,1
2017-09-28,310,2017-135020,618000.0,13208.0,13.0,54.0,3.0,382.0,1,0,0,0
2017-09-28,1434,2017-1182841,252750.0,83069.0,83.0,85.0,4.0,217.0,0,0,0,1
2017-09-29,1134,2017-1166772,245000.0,83143.0,83.0,104.0,5.0,514.0,0,0,0,1
2017-09-29,726,2017-155268,410200.0,13117.0,13.0,69.0,3.0,436.0,1,0,0,0
2017-09-29,725,2017-155216,433600.0,13081.0,13.0,136.0,4.0,931.0,0,0,0,1
2017-09-29,1569,2017-1189236,190000.0,84007.0,84.0,63.0,4.0,540.0,0,0,0,1
2017-09-29,581,2017-148455,679750.0,13048.0,13.0,180.0,6.0,1000.0,0,0,0,1
2017-10-03,1279,2017-1174555,355000.0,83137.0,83.0,19.0,1.0,94.0,1,0,0,0
2017-10-03,722,2017-155056,170000.0,13081.0,13.0,80.0,4.0,93.0,0,0,0,1
2017-10-04,1575,2017-1189484,86500.0,84092.0,84.0,102.0,4.0,476.0,0,0,0,1
2017-10-04,587,2017-148735,280450.0,13050.0,13.0,89.0,4.0,268.0,0,0,0,1
2017-10-04,574,2017-148164,170000.0,13063.0,13.0,70.0,3.0,67.0,0,0,0,1
2017-10-04,1746,2017-1196690,398400.0,84137.0,84.0,116.0,4.0,651.0,0,0,0,1
2017-10-05,823,2017-159533,2196950.0,13100.0,13.0,199.0,4.0,5459.0,0,0,0,1
2017-10-09,1288,2017-1175089,338200.0,83126.0,83.0,30.0,2.0,477.0,1,0,0,0
2017-10-09,1139,2017-1167007,67000.0,83073.0,83.0,50.0,2.0,24.0,0,0,0,1
2017-10-10,968,2017-1159435,525000.0,83061.0,83.0,105.0,4.0,702.0,0,0,0,1
2017-10-11,822,2017-159481,105000.0,13053.0,13.0,50.0,2.0,67.0,1,0,0,0
2017-10-13,584,2017-148579,296850.0,13109.0,13.0,72.0,3.0,194.0,0,0,0,1
2017-10-16,580,2017-148401,940000.0,13095.0,13.0,160.0,5.0,1447.0,0,0,0,1
2017-10-16,325,2017-135736,208000.0,13016.0,13.0,47.0,3.0,1105.0,0,0,0,1
2017-10-16,1441,2017-1183223,364200.0,83091.0,83.0,125.0,5.0,865.0,0,0,0,1
2017-10-16,421,2017-140499,524000.0,13211.0,13.0,88.0,2.0,471.0,0,0,0,1
2017-10-16,1141,2017-1167102,227800.0,83073.0,83.0,86.0,3.0,864.0,0,0,0,1
2017-10-17,824,2017-159591,170000.0,13004.0,13.0,140.0,0.0,75.0,0,0,1,0
2017-10-17,586,2017-148676,167000.0,13040.0,13.0,50.0,3.0,64.0,0,0,0,1
2017-10-19,324,2017-135694,1294606.5,13086.0,13.0,57.0,0.0,6129.0,0,0,1,0
2017-10-19,1138,2017-1166954,150000.0,83102.0,83.0,54.0,3.0,310.0,0,0,0,1
2017-10-20,1574,2017-1189439,135000.0,84007.0,84.0,96.0,6.0,295.0,0,0,0,1
2017-10-23,1673,2017-1193745,860000.0,84050.0,84.0,220.0,10.0,1000.0,0,0,0,1
2017-10-23,1750,2017-1196876,160000.0,84019.0,84.0,89.0,4.0,305.0,0,0,0,1
2017-10-24,727,2017-155320,228000.0,13047.0,13.0,89.0,4.0,423.0,0,0,0,1
2017-10-25,326,2017-135791,468248.0,13046.0,13.0,92.0,5.0,1000.0,0,0,0,1
2017-10-26,733,2017-155570,98000.0,13056.0,13.0,22.0,1.0,55.0,1,0,0,0
2017-10-26,319,2017-135478,450000.0,13085.0,13.0,88.0,3.0,2092.0,0,0,0,1
2017-10-26,1449,2017-1183651,300000.0,83071.0,83.0,76.0,3.0,453.0,0,0,0,1
2017-10-26,1143,2017-1167190,317900.0,83064.0,83.0,99.0,4.0,1062.0,0,0,0,1
2017-10-27,1577,2017-1189582,320800.0,84142.0,84.0,118.0,5.0,1479.0,0,0,0,1
2017-10-27,1447,2017-1183547,422900.0,83047.0,83.0,133.0,3.0,815.0,0,0,0,1
2017-10-30,1442,2017-1183277,155000.0,83017.0,83.0,90.0,5.0,42.0,0,0,0,1
2017-10-31,1147,2017-1167360,300000.0,83092.0,83.0,60.0,2.0,2500.0,0,0,0,1
2017-11-02,599,2017-149328,850000.0,13019.0,13.0,36.0,2.0,1000.0,1,0,0,0
2017-11-06,191,2017-128837,355000.0,13205.0,13.0,35.0,2.0,144.0,1,0,0,0
2017-11-10,600,2017-149355,1960000.0,13019.0,13.0,21.0,0.0,3369.0,0,0,1,0
2017-11-10,977,2017-1159862,1002847.5,83099.0,83.0,57.0,4.0,4000.0,0,0,0,1
2017-11-10,980,2017-1160006,50000.0,83036.0,83.0,621.0,0.0,122.0,0,0,1,0
2017-11-13,1580,2017-1189710,216000.0,84007.0,84.0,73.0,3.0,325.0,0,0,0,1
2017-11-14,735,2017-155660,215000.0,13047.0,13.0,100.0,4.0,421.0,0,0,0,1
2017-11-14,1304,2017-1176015,270000.0,83098.0,83.0,79.0,4.0,212.0,0,0,0,1
2017-11-14,337,2017-136383,102000.0,13016.0,13.0,141.0,6.0,347.0,0,0,0,1
2017-11-16,329,2017-135953,636000.0,13005.0,13.0,157.0,7.0,2806.0,0,0,0,1
2017-11-16,740,2017-155935,307500.0,13056.0,13.0,88.0,4.0,394.0,0,0,0,1
2017-11-16,629,2017-150743,965187.0,13001.0,13.0,130.0,6.0,2410.0,0,0,0,1
2017-11-21,984,2017-1160228,190000.0,83107.0,83.0,126.0,5.0,500.0,0,0,0,1
2017-11-22,605,2017-149615,135000.0,13063.0,13.0,41.0,2.0,139.0,0,0,0,1
2017-11-23,624,2017-150533,6818100.5,13063.0,13.0,60.0,3.0,2133.0,0,0,0,1
2017-11-23,1456,2017-1184006,450830.0,83047.0,83.0,103.0,4.0,232.0,0,0,0,1
2017-11-23,1756,2017-1197132,148500.0,84087.0,84.0,70.0,3.0,191.0,0,0,0,1
2017-11-24,334,2017-136230,435000.0,13023.0,13.0,114.0,6.0,604.0,1,0,0,0
2017-11-28,743,2017-156096,345000.0,13047.0,13.0,120.0,5.0,246.0,0,0,0,1
2017-11-28,1159,2017-1167846,146000.0,83109.0,83.0,51.0,3.0,500.0,0,0,0,1
2017-11-28,995,2017-1160796,640000.0,83068.0,83.0,88.0,4.0,500.0,0,0,0,1
2017-11-29,430,2017-141010,460000.0,13002.0,13.0,94.0,3.0,682.0,0,0,0,1
2017-11-29,1461,2017-1184251,685500.0,83069.0,83.0,116.0,5.0,767.0,0,0,0,1
2017-11-30,100,2017-123919,3173898.0,13202.0,13.0,144.0,0.0,217.0,0,0,1,0
2017-11-30,94,2017-123798,7754736.0,13202.0,13.0,78.0,3.0,487.0,1,0,0,0
2017-11-30,741,2017-155997,233000.0,13117.0,13.0,78.0,4.0,320.0,0,0,0,1
2017-11-30,97,2017-123857,6340807.0,13201.0,13.0,167.0,0.0,476.0,0,0,1,0
2017-11-30,105,2017-123960,4684147.0,13202.0,13.0,28.0,0.0,392.0,0,0,1,0
2017-11-30,102,2017-123930,5996403.0,13201.0,13.0,61.0,2.0,391.0,1,0,0,0
2017-12-01,1158,2017-1167812,263000.0,83057.0,83.0,110.0,5.0,745.0,0,0,0,1
2017-12-04,1691,2017-1194421,685000.0,84054.0,84.0,100.0,0.0,373.0,0,0,1,0
2017-12-04,1460,2017-1184207,590000.0,83016.0,83.0,124.0,4.0,500.0,0,0,0,1
2017-12-04,1155,2017-1167675,141000.0,83081.0,83.0,115.0,4.0,1800.0,0,0,0,1
2017-12-05,1462,2017-1184309,569000.0,83112.0,83.0,99.0,4.0,381.0,0,0,0,1
2017-12-07,614,2017-150111,400000.0,13072.0,13.0,90.0,4.0,10685.0,0,0,0,1
2017-12-08,1312,2017-1176445,738300.0,83129.0,83.0,150.0,4.0,500.0,0,0,0,1
2017-12-11,746,2017-156215,310000.0,13039.0,13.0,101.0,4.0,535.0,0,0,0,1
2017-12-11,107,2017-123974,500000.0,13203.0,13.0,97.0,0.0,134.0,0,0,1,0
2017-12-11,1589,2017-1190117,190000.0,84080.0,84.0,99.0,5.0,362.0,0,0,0,1
2017-12-12,340,2017-136563,2123912.0,13086.0,13.0,100.0,0.0,1245.0,0,0,1,0
2017-12-13,1162,2017-1167984,225400.0,83021.0,83.0,80.0,4.0,500.0,0,0,0,1
2017-12-13,1590,2017-1190162,250000.0,84101.0,84.0,72.0,3.0,1000.0,0,0,0,1
2017-12-13,1166,2017-1168132,245000.0,83056.0,83.0,84.0,1.0,327.0,0,0,0,1
2017-12-13,620,2017-150376,280400.0,13041.0,13.0,58.0,3.0,278.0,0,0,0,1
2017-12-15,1170,2017-1168264,570000.0,83121.0,83.0,180.0,5.0,1030.0,0,0,0,1
2017-12-15,1000,2017-1161045,630000.0,83118.0,83.0,120.0,4.0,500.0,0,0,0,1
2017-12-15,744,2017-156131,4600000.0,13088.0,13.0,16.0,0.0,820.0,0,0,1,0
2017-12-15,1314,2017-1176572,40000.0,83137.0,83.0,40.0,1.0,42.0,1,0,0,0
2017-12-18,751,2017-156446,333000.0,13043.0,13.0,118.0,4.0,465.0,0,0,0,1
2017-12-18,1596,2017-1190460,263500.0,84080.0,84.0,100.0,3.0,1285.0,0,0,0,1
2017-12-19,626,2017-150627,320000.0,13001.0,13.0,147.0,4.0,2920.0,0,0,0,1
2017-12-19,1165,2017-1168094,430000.0,83108.0,83.0,115.0,4.0,500.0,0,0,0,1
2017-12-20,1172,2017-1168353,510500.0,83148.0,83.0,107.0,4.0,500.0,0,0,0,1
2017-12-20,440,2017-141440,375000.0,13213.0,13.0,122.0,5.0,157.0,0,0,0,1
2017-12-20,1171,2017-1168314,265000.0,83088.0,83.0,97.0,3.0,250.0,0,0,0,1
2017-12-20,752,2017-156499,455400.0,13043.0,13.0,135.0,5.0,234.0,0,0,0,1
2017-12-21,839,2017-160328,670000.0,13004.0,13.0,110.0,4.0,219.0,0,0,0,1
2017-12-21,111,2017-124217,320000.0,13215.0,13.0,44.0,2.0,222.0,1,0,0,0
2017-12-22,838,2017-160280,183000.0,13004.0,13.0,124.0,5.0,69.0,1,0,0,0
2017-12-22,115,2017-124423,420000.0,13215.0,13.0,59.0,0.0,667.0,0,0,1,0
2017-12-22,1167,2017-1168180,66000.0,83146.0,83.0,25.0,1.0,7284.0,0,0,0,1
2017-12-22,1469,2017-1184654,315000.0,83034.0,83.0,50.0,2.0,512.0,0,0,0,1
2017-12-22,1002,2017-1161140,470730.0,83001.0,83.0,116.0,4.0,500.0,0,0,0,1
2017-12-22,1696,2017-1194616,590130.0,84124.0,84.0,107.0,6.0,1000.0,0,0,0,1
2017-12-27,1473,2017-1184828,205000.0,83071.0,83.0,61.0,3.0,1446.0,1,0,0,0
2017-12-27,439,2017-141431,5200000.0,13213.0,13.0,76.0,4.0,16561.0,1,0,0,0
2017-12-28,1471,2017-1184753,780000.0,83034.0,83.0,165.0,6.0,939.0,0,0,0,1
2017-12-28,840,2017-160385,740000.0,13034.0,13.0,253.0,7.0,3230.0,0,0,0,1
2017-12-29,1010,2017-1161524,310000.0,83085.0,83.0,100.0,4.0,263.0,0,0,0,1
2017-12-29,632,2017-150900,360000.0,13050.0,13.0,126.0,5.0,907.0,0,0,0,1
2017-12-29,118,2017-124483,8500000.0,13214.0,13.0,76.0,4.0,31828.0,1,0,0,0
2017-12-29,117,2017-124483,8500000.0,13214.0,13.0,59.0,3.0,31828.0,1,0,0,0
2017-12-29,116,2017-124483,8500000.0,13214.0,13.0,59.0,3.0,31828.0,1,0,0,0
2017-12-29,762,2017-156597,240000.0,13056.0,13.0,69.0,2.0,105.0,0,0,0,1
2017-12-29,1695,2017-1194584,150000.0,84009.0,84.0,98.0,4.0,58.0,0,0,0,1
2018-01-04,952,2018-1151810,290000.0,83148.0,83.0,118.0,5.0,716.0,0,0,0,1
2018-01-04,774,2018-1142929,250000.0,83061.0,83.0,71.0,1.0,285.0,0,0,0,1
2018-01-05,309,2018-138327,432000.0,13212.0,13.0,85.0,3.0,485.0,1,0,0,0
2018-01-08,576,2018-152090,263420.0,13102.0,13.0,88.0,4.0,391.0,0,0,0,1
2018-01-08,1250,2018-1167064,165000.0,83047.0,83.0,81.0,3.0,69.0,0,0,0,1
2018-01-09,575,2018-152033,187000.0,13056.0,13.0,54.0,3.0,257.0,0,0,0,1
2018-01-10,1246,2018-1166836,435000.0,83071.0,83.0,79.0,3.0,500.0,0,0,0,1
2018-01-10,687,2018-157202,210000.0,13108.0,13.0,60.0,3.0,10000.0,0,0,0,1
2018-01-11,169,2018-130800,339240.0,13085.0,13.0,100.0,3.0,1017.0,0,0,0,1
2018-01-11,1109,2018-1158489,330000.0,83126.0,83.0,83.0,5.0,500.0,0,0,0,1
2018-01-12,573,2018-151922,605000.0,13033.0,13.0,102.0,4.0,851.0,0,0,0,1
2018-01-16,397,2018-143054,820000.0,13001.0,13.0,48.0,2.0,622.0,1,0,0,0
2018-01-16,1603,2018-1183833,245000.0,84096.0,84.0,84.0,4.0,1303.0,0,0,0,1
2018-01-16,958,2018-1152057,372600.0,83148.0,83.0,168.0,5.0,2000.0,0,0,0,1
2018-01-18,1602,2018-1183781,257500.0,84087.0,84.0,103.0,5.0,392.0,0,0,0,1
2018-01-19,1252,2018-1167171,277000.0,83100.0,83.0,124.0,4.0,404.0,0,0,0,1
2018-01-19,778,2018-1143139,485850.0,83061.0,83.0,100.0,5.0,584.0,0,0,0,1
2018-01-22,1384,2018-1174111,30000.0,84123.0,84.0,85.0,3.0,63.0,0,0,0,1
2018-01-23,688,2018-157256,91000.0,13036.0,13.0,45.0,2.0,90.0,1,0,0,0
2018-01-25,1391,2018-1174429,218820.0,84007.0,84.0,20.0,1.0,2500.0,1,0,0,0
2018-01-25,97,2018-125848,1250000.0,13206.0,13.0,598.0,0.0,720.0,0,0,1,0
2018-01-26,399,2018-143181,172000.0,13087.0,13.0,60.0,3.0,45.0,0,0,0,1
2018-01-26,960,2018-1152147,300000.0,83106.0,83.0,83.0,3.0,512.0,0,0,0,1
2018-01-26,579,2018-152232,270000.0,13047.0,13.0,89.0,4.0,840.0,0,0,0,1
2018-01-29,405,2018-143519,238060.0,13103.0,13.0,82.0,4.0,320.0,0,0,0,1
2018-01-29,1116,2018-1158915,1890000.0,83098.0,83.0,172.0,5.0,1055.0,0,0,0,1
2018-02-01,781,2018-1143296,1346354.0,83119.0,83.0,65.0,3.0,65.0,0,0,0,1
2018-02-02,407,2018-143631,209770.0,13063.0,13.0,90.0,5.0,186.0,0,0,0,1
2018-02-05,400,2018-143232,1055500.0,13095.0,13.0,300.0,8.0,1948.0,0,0,0,1
2018-02-05,101,2018-126131,520000.0,13206.0,13.0,78.0,3.0,162.0,1,0,0,0
2018-02-06,1604,2018-1183856,130000.0,84087.0,84.0,121.0,4.0,671.0,0,0,0,1
2018-02-07,965,2018-1152365,1085000.0,83148.0,83.0,209.0,5.0,877.0,0,0,0,1
2018-02-09,1392,2018-1174443,170000.0,84016.0,84.0,56.0,3.0,1113.0,0,0,0,1
2018-02-09,964,2018-1152326,220000.0,83124.0,83.0,120.0,3.0,1853.0,0,0,0,1
2018-02-13,966,2018-1152412,130000.0,83018.0,83.0,92.0,3.0,151.0,0,0,0,1
2018-02-13,967,2018-1152468,331190.0,83148.0,83.0,109.0,5.0,500.0,0,0,0,1
2018-02-16,693,2018-157476,361200.0,13100.0,13.0,115.0,4.0,767.0,0,0,0,1
2018-02-19,791,2018-1143816,435000.0,83050.0,83.0,108.0,4.0,2000.0,0,0,0,1
2018-02-19,11,2018-120738,105000.0,13215.0,13.0,60.0,3.0,510.0,0,0,0,1
2018-02-20,316,2018-138718,282700.0,13213.0,13.0,150.0,4.0,548.0,0,0,0,1
2018-02-21,1512,2018-1180038,250000.0,84003.0,84.0,70.0,4.0,495.0,0,0,0,1
2018-02-21,699,2018-157780,1500000.0,13100.0,13.0,76.0,4.0,2616.0,0,0,0,1
2018-02-23,1259,2018-1167573,47000.0,83049.0,83.0,13.0,0.0,1110.0,0,0,0,1
2018-02-23,973,2018-1152711,185000.0,83075.0,83.0,75.0,4.0,540.0,0,0,0,1
2018-02-26,410,2018-143780,373600.0,13041.0,13.0,110.0,4.0,501.0,0,0,0,1
2018-02-27,585,2018-152581,441000.0,13054.0,13.0,110.0,4.0,900.0,0,0,0,1
2018-02-28,796,2018-1144072,260000.0,83086.0,83.0,195.0,0.0,500.0,0,0,1,0
2018-02-28,1516,2018-1180209,185000.0,84054.0,84.0,66.0,2.0,478.0,0,0,0,1
2018-03-05,1608,2018-1184037,173000.0,84087.0,84.0,94.0,5.0,434.0,0,0,0,1
2018-03-06,416,2018-144119,215460.0,13110.0,13.0,86.0,4.0,163.0,0,0,0,1
2018-03-07,979,2018-1152989,298600.0,83066.0,83.0,90.0,3.0,1150.0,0,0,0,1
2018-03-08,698,2018-157742,620000.0,13067.0,13.0,196.0,6.0,3310.0,0,0,0,1
2018-03-09,1264,2018-1167849,2550000.0,83069.0,83.0,242.0,4.0,15578.0,1,0,0,0
2018-03-09,1401,2018-1174839,222000.0,84007.0,84.0,100.0,4.0,337.0,0,0,0,1
2018-03-12,980,2018-1153035,244500.0,83030.0,83.0,75.0,3.0,489.0,0,0,0,1
2018-03-13,1519,2018-1180358,125750.0,84132.0,84.0,72.0,4.0,45.0,0,0,0,1
2018-03-15,1425,2018-1175978,141000.0,84092.0,84.0,70.0,4.0,217.0,0,0,0,1
2018-03-19,1612,2018-1184219,510000.0,84044.0,84.0,95.0,3.0,305.0,0,0,0,1
2018-03-19,418,2018-144228,289000.0,13071.0,13.0,54.0,3.0,259.0,0,0,0,1
2018-03-19,1266,2018-1167968,1020000.0,83123.0,83.0,249.0,8.0,600.0,0,0,0,1
2018-03-19,1270,2018-1168191,337720.0,83009.0,83.0,122.0,4.0,457.0,0,0,0,1
2018-03-20,801,2018-1144328,300000.0,83086.0,83.0,95.0,4.0,289.0,0,0,0,1
2018-03-20,17,2018-121131,270000.0,13203.0,13.0,19.0,0.0,87.0,0,0,1,0
2018-03-21,1611,2018-1184175,80000.0,84127.0,84.0,110.0,4.0,607.0,0,0,0,1
2018-03-22,110,2018-126721,2300000.0,13210.0,13.0,440.0,0.0,341.0,0,0,1,0
2018-03-23,976,2018-1152855,228000.0,83124.0,83.0,71.0,3.0,1040.0,0,0,0,1
2018-03-23,429,2018-144810,165000.0,13082.0,13.0,31.0,1.0,96.0,0,0,0,1
2018-03-28,591,2018-152874,125000.0,13056.0,13.0,30.0,2.0,50.0,0,0,0,1
2018-03-28,1408,2018-1175164,450000.0,84129.0,84.0,74.0,3.0,609.0,1,0,0,0
2018-03-28,431,2018-144905,140000.0,13069.0,13.0,79.0,4.0,457.0,0,0,0,1
2018-03-28,1520,2018-1180407,250000.0,84020.0,84.0,243.0,6.0,1741.0,0,0,0,1
2018-03-28,1411,2018-1175289,300000.0,84011.0,84.0,129.0,3.0,753.0,0,0,0,1
2018-03-29,1615,2018-1184351,320000.0,84097.0,84.0,37.0,2.0,175.0,1,0,0,0
2018-03-29,1139,2018-1160367,715000.0,83129.0,83.0,198.0,5.0,500.0,0,0,0,1
2018-03-30,805,2018-1144518,735000.0,83115.0,83.0,84.0,3.0,1259.0,1,0,0,0
2018-03-30,595,2018-153087,45320.8,13056.0,13.0,83.0,4.0,214.0,0,0,0,1
2018-03-30,705,2018-158055,205000.0,13108.0,13.0,217.0,4.0,1893.0,0,0,0,1
2018-04-03,115,2018-127050,550000.0,13206.0,13.0,82.0,3.0,179.0,1,0,0,0
2018-04-03,704,2018-158010,685000.0,13027.0,13.0,127.0,5.0,3512.0,0,0,0,1
2018-04-03,19,2018-121246,500000.0,13201.0,13.0,487.0,0.0,170.0,0,0,1,0
2018-04-04,810,2018-1144791,317360.0,83050.0,83.0,143.0,5.0,500.0,0,0,0,1
2018-04-05,433,2018-145010,95000.0,13106.0,13.0,33.0,0.0,106.0,0,0,1,0
2018-04-05,1413,2018-1175392,96000.0,84082.0,84.0,120.0,3.0,453.0,0,0,0,1
2018-04-05,983,2018-1153173,308200.0,83116.0,83.0,124.0,5.0,2000.0,0,0,0,1
2018-04-05,596,2018-153140,434550.0,13112.0,13.0,90.0,4.0,1584.0,0,0,0,1
2018-04-06,1144,2018-1160683,340000.0,83062.0,83.0,103.0,5.0,418.0,0,0,0,1
2018-04-06,1529,2018-1180788,272300.0,84003.0,84.0,46.0,2.0,85.0,1,0,0,0
2018-04-13,989,2018-1153441,403200.0,83072.0,83.0,145.0,5.0,1500.0,0,0,0,1
2018-04-16,22,2018-121433,400000.0,13204.0,13.0,47.0,2.0,98.0,1,0,0,0
2018-04-17,202,2018-132689,353000.0,13005.0,13.0,69.0,3.0,824.0,0,0,0,1
2018-04-18,1281,2018-1168827,100000.0,83049.0,83.0,35.0,1.0,50.0,0,0,0,1
2018-04-18,709,2018-158232,325000.0,13108.0,13.0,43.0,2.0,507.0,1,0,0,0
2018-04-18,1412,2018-1175332,387050.0,84007.0,84.0,97.0,3.0,258.0,0,0,0,1
2018-04-18,994,2018-1153663,500000.0,83072.0,83.0,140.0,5.0,500.0,0,0,0,1
2018-04-19,332,2018-139609,404450.0,13212.0,13.0,72.0,3.0,541.0,0,0,0,1
2018-04-20,1414,2018-1175450,141000.0,84007.0,84.0,81.0,4.0,353.0,0,0,0,1
2018-04-21,812,2018-1144899,1085000.0,83115.0,83.0,160.0,6.0,1782.0,1,0,0,0
2018-04-23,1533,2018-1180928,577500.0,84042.0,84.0,67.0,3.0,2001.0,0,0,0,1
2018-04-23,438,2018-145225,170000.0,13063.0,13.0,100.0,4.0,1566.0,0,0,0,1
2018-04-24,822,2018-1145396,930000.0,83068.0,83.0,156.0,6.0,1103.0,0,0,0,1
2018-04-25,817,2018-1145142,676430.0,83036.0,83.0,105.0,5.0,700.0,0,0,0,1
2018-04-26,1283,2018-1168940,147600.0,83034.0,83.0,99.0,4.0,359.0,0,0,0,1
2018-04-27,1531,2018-1180846,524000.0,84112.0,84.0,172.0,6.0,1505.0,0,0,0,1
2018-04-27,604,2018-153539,190000.0,13047.0,13.0,100.0,5.0,195.0,0,0,0,1
2018-04-30,1616,2018-1184410,250000.0,84117.0,84.0,108.0,6.0,470.0,0,0,0,1
2018-05-02,617,2018-154245,520000.0,13114.0,13.0,130.0,4.0,944.0,0,0,0,1
