date_mutation,Unnamed: 0.1,id_mutation,valeur_fonciere,code_commune,code_departement,surface_reelle_bati,nombre_pieces_principales,surface_terrain,Appartement,Dependance,Local,Maison
2016-12-01,1230,2016-1045085,302000.0,83131.0,83.0,80.0,3.0,936.0,0,0,0,1
2016-12-02,1109,2016-1038935,430000.0,83126.0,83.0,60.0,3.0,264.0,1,0,0,0
2016-12-05,971,2016-1031043,268580.0,83136.0,83.0,77.0,4.0,2375.0,0,0,0,1
2016-12-05,1350,2016-1050755,205000.0,84007.0,84.0,20.0,1.0,66.0,1,0,0,0
2016-12-07,1432,2016-1054259,727000.0,84035.0,84.0,254.0,7.0,1820.0,0,0,0,1
2016-12-07,977,2016-1031300,292500.0,83081.0,83.0,92.0,4.0,1000.0,0,0,0,1
2016-12-08,985,2016-1031603,315000.0,83146.0,83.0,124.0,4.0,2620.0,0,0,0,1
2016-12-08,981,2016-1031459,300450.0,83116.0,83.0,98.0,5.0,447.0,0,0,0,1
2016-12-12,980,2016-1031436,390000.0,83081.0,83.0,58.0,0.0,530.0,0,0,1,0
2016-12-12,503,2016-134725,367500.0,13032.0,13.0,125.0,6.0,1179.0,0,0,0,1
2016-12-14,1112,2016-1039100,180000.0,83126.0,83.0,100.0,2.0,473.0,1,0,0,0
2016-12-14,273,2016-122768,15800000.0,13209.0,13.0,93.0,5.0,8237.0,1,0,0,0
2016-12-15,1492,2016-1056914,880000.0,84091.0,84.0,231.0,7.0,1000.0,0,0,0,1
2016-12-16,1352,2016-1050832,200997.0,84123.0,84.0,136.0,5.0,3198.0,1,0,0,0
2016-12-16,848,2016-1025634,505000.0,83118.0,83.0,21.0,1.0,1000.0,1,0,0,0
2016-12-19,704,2016-143855,180000.0,13045.0,13.0,75.0,3.0,604.0,0,0,0,1
2016-12-19,987,2016-1031700,213500.0,83143.0,83.0,88.0,4.0,330.0,0,0,0,1
2016-12-19,1116,2016-1039284,280000.0,83126.0,83.0,48.0,3.0,140.0,1,0,0,0
2016-12-19,632,2016-140628,333000.0,13117.0,13.0,90.0,4.0,986.0,0,0,0,1
2016-12-19,982,2016-1031503,281000.0,83140.0,83.0,100.0,5.0,500.0,0,0,0,1
2016-12-19,852,2016-1025833,332000.0,83107.0,83.0,100.0,6.0,785.0,0,0,0,1
2016-12-20,1494,2016-1057009,199000.0,84056.0,84.0,105.0,5.0,398.0,0,0,0,1
2016-12-20,1111,2016-1039046,550000.0,83137.0,83.0,44.0,3.0,500.0,1,0,0,0
2016-12-21,1117,2016-1039348,85000.0,83126.0,83.0,81.0,4.0,609.0,0,0,0,1
2016-12-21,518,2016-135412,307500.0,13040.0,13.0,90.0,3.0,437.0,0,0,0,1
2016-12-22,1440,2016-1054592,94000.0,84003.0,84.0,89.0,5.0,1960.0,0,0,0,1
2016-12-22,708,2016-144059,1150000.0,13034.0,13.0,70.0,2.0,105.0,1,0,0,0
2016-12-22,1243,2016-1045754,150000.0,83047.0,83.0,173.0,7.0,600.0,0,0,0,1
2016-12-22,1125,2016-1039623,1947026.0,83137.0,83.0,4.0,0.0,294.0,0,0,1,0
2016-12-22,1120,2016-1039466,373500.0,83137.0,83.0,83.0,3.0,312.0,0,0,0,1
2016-12-22,82,2016-111885,14000000.0,13204.0,13.0,13.0,1.0,1476.0,1,0,0,0
2016-12-22,520,2016-135510,6500000.0,13001.0,13.0,39.0,0.0,1339.0,0,0,1,0
2016-12-27,706,2016-143965,450000.0,13004.0,13.0,130.0,5.0,1954.0,0,0,0,1
2016-12-28,1123,2016-1039568,7900000.0,83137.0,83.0,55.0,2.0,2350.0,1,0,0,0
2016-12-29,993,2016-1031913,120000.0,83066.0,83.0,30.0,2.0,2000.0,0,0,0,1
2016-12-29,528,2016-135597,7200000.0,13106.0,13.0,63.0,3.0,42769.0,1,0,0,0
2016-12-29,527,2016-135597,7200000.0,13106.0,13.0,31.0,1.0,42769.0,1,0,0,0
2016-12-29,525,2016-135597,7200000.0,13106.0,13.0,108.0,6.0,42769.0,1,0,0,0
2016-12-29,524,2016-135597,7200000.0,13106.0,13.0,48.0,2.0,2878.0,1,0,0,0
2016-12-29,531,2016-135597,7200000.0,13106.0,13.0,76.0,4.0,42769.0,1,0,0,0
2016-12-29,523,2016-135597,7200000.0,13106.0,13.0,92.0,5.0,42769.0,1,0,0,0
2016-12-29,854,2016-1025930,530000.0,83118.0,83.0,180.0,5.0,1012.0,0,0,0,1
2016-12-29,529,2016-135597,7200000.0,13106.0,13.0,92.0,5.0,2878.0,1,0,0,0
2016-12-30,1357,2016-1051083,4247782.0,84080.0,84.0,81.0,0.0,75.0,0,0,1,0
2016-12-30,711,2016-144164,140000.0,13004.0,13.0,70.0,4.0,316.0,0,0,0,1
2017-01-03,766,2017-156726,234000.0,13097.0,13.0,98.0,4.0,648.0,0,0,0,1
2017-01-03,122,2017-124718,560000.0,13206.0,13.0,25.0,1.0,240.0,1,0,0,0
2017-01-04,448,2017-141815,530000.0,13113.0,13.0,135.0,9.0,593.0,0,0,0,1
2017-01-05,843,2017-1153054,550000.0,83107.0,83.0,97.0,4.0,961.0,0,0,0,1
2017-01-06,1475,2017-1184921,173500.0,84031.0,84.0,84.0,4.0,542.0,0,0,0,1
2017-01-10,1476,2017-1184983,110000.0,84129.0,84.0,70.0,3.0,190.0,0,0,0,1
2017-01-16,1604,2017-1190818,424000.0,84105.0,84.0,132.0,5.0,564.0,0,0,0,1
2017-01-16,209,2017-129833,30350000.0,13208.0,13.0,29.0,1.0,1902.0,1,0,0,0
2017-01-16,1019,2017-1161949,224000.0,83030.0,83.0,90.0,3.0,454.0,0,0,0,1
2017-01-16,210,2017-129833,30350000.0,13208.0,13.0,69.0,4.0,1637.0,1,0,0,0
2017-01-16,208,2017-129833,30350000.0,13208.0,13.0,38.0,2.0,902.0,1,0,0,0
2017-01-18,769,2017-156866,480000.0,13100.0,13.0,55.0,1.0,2044.0,0,0,0,1
2017-01-19,1018,2017-1161903,237000.0,83064.0,83.0,80.0,3.0,500.0,0,0,0,1
2017-01-19,1333,2017-1177573,1250000.0,83070.0,83.0,72.0,5.0,500.0,0,0,0,1
2017-01-20,452,2017-142023,288700.0,13110.0,13.0,100.0,5.0,534.0,0,0,0,1
2017-01-23,1334,2017-1177638,352000.0,83069.0,83.0,107.0,3.0,620.0,0,0,0,1
2017-01-24,645,2017-151467,369510.0,13043.0,13.0,152.0,6.0,791.0,0,0,0,1
2017-01-25,1482,2017-1185331,138000.0,84007.0,84.0,140.0,6.0,395.0,0,0,0,1
2017-01-26,1020,2017-1162002,353000.0,83120.0,83.0,100.0,4.0,937.0,0,0,0,1
2017-01-27,216,2017-130161,351000.0,13007.0,13.0,90.0,4.0,1871.0,1,0,0,0
2017-01-30,1022,2017-1162102,195000.0,83120.0,83.0,142.0,4.0,500.0,0,0,0,1
2017-02-01,356,2017-137346,600000.0,13211.0,13.0,42.0,2.0,501.0,1,0,0,0
2017-02-01,1612,2017-1191120,860000.0,84050.0,84.0,106.0,4.0,1000.0,0,0,0,1
2017-02-01,450,2017-141932,236500.0,13103.0,13.0,78.0,4.0,151.0,0,0,0,1
2017-02-02,219,2017-130345,231000.0,13209.0,13.0,70.0,3.0,103.0,0,0,0,1
2017-02-06,460,2017-142442,312000.0,13041.0,13.0,80.0,4.0,473.0,0,0,0,1
2017-02-06,1188,2017-1169153,3000000.0,83137.0,83.0,32.0,2.0,1916.0,1,0,0,0
2017-02-08,774,2017-157114,200000.0,13004.0,13.0,75.0,3.0,675.0,0,0,0,1
2017-02-08,456,2017-142226,400000.0,13103.0,13.0,94.0,5.0,868.0,0,0,0,1
2017-02-09,462,2017-142539,280000.0,13071.0,13.0,68.0,3.0,500.0,0,0,0,1
2017-02-09,857,2017-1153784,230000.0,83001.0,83.0,90.0,3.0,1100.0,0,0,0,1
2017-02-13,129,2017-125183,1050000.0,13206.0,13.0,17.0,0.0,177.0,0,0,1,0
2017-02-13,1487,2017-1185580,155000.0,84092.0,84.0,140.0,6.0,1150.0,0,0,0,1
2017-02-14,649,2017-151684,285000.0,13098.0,13.0,85.0,4.0,483.0,1,0,0,0
2017-02-15,1030,2017-1162432,40000.0,83060.0,83.0,20.0,1.0,80.0,0,0,0,1
2017-02-17,1484,2017-1185408,190000.0,84007.0,84.0,70.0,4.0,322.0,0,0,0,1
2017-02-17,464,2017-142649,110000.0,13107.0,13.0,24.0,2.0,74.0,0,0,0,1
2017-02-20,1029,2017-1162386,31000.0,83023.0,83.0,27.0,1.0,27.0,1,0,0,0
2017-02-20,1032,2017-1162516,1372.04,83076.0,83.0,75.0,3.0,500.0,0,0,0,1
2017-02-20,861,2017-1153989,95000.0,83050.0,83.0,70.0,0.0,35.0,0,0,1,0
2017-02-20,860,2017-1153945,660000.0,83118.0,83.0,167.0,8.0,500.0,0,0,0,1
2017-02-21,1028,2017-1162337,420900.0,83116.0,83.0,115.0,5.0,500.0,0,0,0,1
2017-02-21,466,2017-142756,575000.0,13001.0,13.0,120.0,5.0,1018.0,0,0,0,1
2017-02-21,360,2017-137580,365750.0,13212.0,13.0,86.0,4.0,407.0,0,0,0,1
2017-02-22,772,2017-157016,350000.0,13116.0,13.0,50.0,3.0,625.0,0,0,0,1
2017-02-22,361,2017-137644,230000.0,13213.0,13.0,60.0,6.0,494.0,0,0,0,1
2017-02-23,1034,2017-1162616,457730.0,83007.0,83.0,101.0,4.0,713.0,0,0,0,1
2017-02-24,1341,2017-1178052,265000.0,83091.0,83.0,96.0,4.0,450.0,0,0,0,1
2017-02-24,1027,2017-1162293,250000.0,83064.0,83.0,73.0,4.0,500.0,0,0,0,1
2017-02-27,1613,2017-1191169,139000.0,84089.0,84.0,54.0,3.0,35.0,0,0,0,1
2017-02-27,1197,2017-1169703,662600.0,83129.0,83.0,96.0,4.0,500.0,0,0,0,1
2017-02-27,467,2017-142813,278000.0,13001.0,13.0,52.0,3.0,341.0,0,0,0,1
2017-02-28,1618,2017-1191368,2880000.0,84128.0,84.0,390.0,10.0,2300.0,0,0,0,1
2017-03-01,1489,2017-1185644,105000.0,84082.0,84.0,90.0,5.0,420.0,0,0,0,1
2017-03-02,655,2017-151994,418050.0,13104.0,13.0,95.0,5.0,525.0,0,0,0,1
2017-03-02,1037,2017-1162744,395000.0,83138.0,83.0,90.0,4.0,1062.0,0,0,0,1
2017-03-03,1348,2017-1178397,210000.0,83069.0,83.0,26.0,1.0,187.0,1,0,0,0
2017-03-06,468,2017-142868,206500.0,13050.0,13.0,45.0,3.0,58.0,0,0,0,1
2017-03-06,1495,2017-1185965,670000.0,84007.0,84.0,246.0,0.0,302.0,0,0,1,0
2017-03-07,1708,2017-1195114,195000.0,84027.0,84.0,143.0,5.0,150.0,0,0,0,1
2017-03-09,1351,2017-1178551,460000.0,83091.0,83.0,130.0,4.0,175.0,0,0,0,1
2017-03-09,475,2017-143212,374500.0,13051.0,13.0,106.0,4.0,699.0,1,0,0,0
2017-03-09,1617,2017-1191323,135000.0,84035.0,84.0,50.0,3.0,185.0,1,0,0,0
2017-03-10,12,2017-119452,154000.0,13204.0,13.0,68.0,4.0,61.0,0,0,0,1
2017-03-10,776,2017-157232,347885.0,13097.0,13.0,144.0,5.0,853.0,0,0,0,1
2017-03-10,1033,2017-1162564,316000.0,83087.0,83.0,115.0,4.0,730.0,0,0,0,1
2017-03-13,477,2017-143330,167500.0,13051.0,13.0,1210.0,0.0,1279.0,0,0,1,0
2017-03-13,1041,2017-1162919,175000.0,83113.0,83.0,68.0,3.0,889.0,0,0,0,1
2017-03-13,1623,2017-1191591,1000000.0,84038.0,84.0,50.0,3.0,4068.0,1,0,0,0
2017-03-15,872,2017-1154535,360000.0,83061.0,83.0,97.0,4.0,1538.0,0,0,0,1
2017-03-20,362,2017-137705,170000.0,13002.0,13.0,40.0,3.0,480.0,0,0,0,1
2017-03-20,1039,2017-1162836,285000.0,83055.0,83.0,93.0,3.0,958.0,0,0,0,1
2017-03-20,1043,2017-1163009,357000.0,83104.0,83.0,159.0,5.0,2000.0,0,0,0,1
2017-03-21,235,2017-131259,497000.0,13028.0,13.0,103.0,3.0,406.0,0,0,0,1
2017-03-21,1201,2017-1169964,310000.0,83129.0,83.0,113.0,3.0,429.0,0,0,0,1
2017-03-22,482,2017-143572,335000.0,13051.0,13.0,136.0,6.0,500.0,0,0,0,1
2017-03-23,1498,2017-1186108,230000.0,84122.0,84.0,100.0,4.0,1000.0,0,0,0,1
2017-03-24,777,2017-157290,120000.0,13061.0,13.0,70.0,1.0,1190.0,1,0,0,0
2017-03-27,1238,2017-1172113,360000.0,83126.0,83.0,98.0,4.0,587.0,0,0,0,1
2017-03-27,1499,2017-1186164,165000.0,84072.0,84.0,124.0,4.0,1041.0,0,0,0,1
2017-03-27,1049,2017-1163265,346630.0,83046.0,83.0,111.0,5.0,500.0,0,0,0,1
2017-03-27,1497,2017-1186053,35000.0,84092.0,84.0,46.0,1.0,173.0,0,0,0,1
2017-03-27,877,2017-1154791,630000.0,83118.0,83.0,131.0,4.0,1547.0,0,0,0,1
2017-03-28,1501,2017-1186267,239000.0,84129.0,84.0,108.0,4.0,475.0,0,0,0,1
2017-03-31,486,2017-143774,350000.0,13071.0,13.0,800.0,0.0,747.0,0,0,1,0
2017-04-03,1711,2017-1195245,270000.0,84087.0,84.0,79.0,3.0,256.0,1,0,0,0
2017-04-03,779,2017-157413,87000.0,13105.0,13.0,62.0,1.0,51.0,0,0,0,1
2017-04-03,783,2017-157606,3250000.0,13004.0,13.0,700.0,14.0,54300.0,0,0,0,1
2017-04-06,1362,2017-1179123,335000.0,83071.0,83.0,77.0,4.0,296.0,0,0,0,1
2017-04-07,1628,2017-1191814,2695260.0,84050.0,84.0,45.0,1.0,11692.0,0,0,0,1
2017-04-12,1712,2017-1195274,45000.0,84087.0,84.0,74.0,2.0,100.0,0,0,0,1
2017-04-14,1054,2017-1163518,304000.0,83148.0,83.0,159.0,6.0,2000.0,0,0,0,1
2017-04-14,889,2017-1155381,977300.0,83068.0,83.0,205.0,6.0,500.0,0,0,0,1
2017-04-14,1508,2017-1186558,570000.0,84088.0,84.0,135.0,5.0,1075.0,0,0,0,1
2017-04-18,493,2017-144133,160000.0,13050.0,13.0,80.0,2.0,110.0,0,0,0,1
2017-04-18,891,2017-1155494,3650000.0,83115.0,83.0,221.0,6.0,500.0,0,0,0,1
2017-04-20,1056,2017-1163620,295000.0,83121.0,83.0,101.0,4.0,540.0,0,0,0,1
2017-04-21,1715,2017-1195396,399999.0,84087.0,84.0,144.0,6.0,500.0,0,0,0,1
2017-04-21,665,2017-152518,276000.0,13081.0,13.0,41.0,2.0,954.0,0,0,0,1
2017-04-21,667,2017-152610,2751397.0,13039.0,13.0,86.0,5.0,14655.0,0,0,0,1
2017-04-24,242,2017-131644,130000.0,13086.0,13.0,33.0,2.0,61.0,1,0,0,0
2017-04-24,1222,2017-1171127,445000.0,83062.0,83.0,136.0,4.0,759.0,0,0,0,1
2017-04-24,885,2017-1155183,635000.0,83101.0,83.0,148.0,0.0,500.0,0,0,0,1
2017-04-25,494,2017-144186,351200.0,13050.0,13.0,136.0,5.0,412.0,0,0,0,1
2017-04-25,487,2017-143821,95000.0,13110.0,13.0,45.0,1.0,54.0,0,0,0,1
2017-04-25,1055,2017-1163576,160000.0,83149.0,83.0,180.0,5.0,635.0,0,0,0,1
2017-04-27,1063,2017-1163824,137500.0,83116.0,83.0,70.0,3.0,500.0,0,0,0,1
2017-04-27,255,2017-132046,3154900.0,13209.0,13.0,71.0,3.0,5637.0,1,0,0,0
2017-04-27,683,2017-153176,523830.0,13021.0,13.0,100.0,5.0,807.0,1,0,0,0
2017-04-27,144,2017-126080,2007031.0,13210.0,13.0,73.0,3.0,2586.0,1,0,0,0
2017-04-27,496,2017-144297,265000.0,13041.0,13.0,67.0,3.0,367.0,0,0,0,1
2017-04-28,787,2017-157774,214300.0,13053.0,13.0,79.0,3.0,432.0,0,0,0,1
2017-05-02,490,2017-143986,242000.0,13103.0,13.0,105.0,5.0,334.0,0,0,0,1
2017-05-03,1226,2017-1171370,335000.0,83062.0,83.0,84.0,4.0,657.0,0,0,0,1
2017-05-04,1718,2017-1195546,207000.0,84064.0,84.0,129.0,5.0,500.0,0,0,0,1
2017-05-05,501,2017-144484,220000.0,13063.0,13.0,97.0,5.0,336.0,0,0,0,1
2017-05-06,1510,2017-1186651,412800.0,84122.0,84.0,125.0,4.0,580.0,0,0,0,1
2017-05-09,791,2017-157958,200000.0,13068.0,13.0,57.0,2.0,331.0,0,0,0,1
2017-05-11,1225,2017-1171304,550000.0,83129.0,83.0,92.0,3.0,100.0,0,0,0,1
2017-05-11,669,2017-152712,89000.0,13054.0,13.0,25.0,1.0,31.0,1,0,0,0
2017-05-11,789,2017-157874,280000.0,13096.0,13.0,84.0,4.0,542.0,0,0,0,1
2017-05-12,1528,2017-1187277,185000.0,84017.0,84.0,50.0,2.0,31.0,0,0,0,1
2017-05-15,793,2017-158061,240000.0,13108.0,13.0,93.0,4.0,163.0,1,0,0,0
2017-05-16,1521,2017-1187006,100000.0,84016.0,84.0,30.0,1.0,1435.0,1,0,0,0
2017-05-17,1244,2017-1172456,413000.0,83129.0,83.0,63.0,3.0,500.0,0,0,0,1
2017-05-17,668,2017-152660,106000.0,13026.0,13.0,59.0,3.0,378.0,0,0,0,1
2017-05-18,350,2017-137027,501000.0,13005.0,13.0,120.0,5.0,785.0,0,0,0,1
2017-05-19,1378,2017-1179887,354000.0,83123.0,83.0,79.0,4.0,1000.0,0,0,0,1
2017-05-22,1381,2017-1180049,172000.0,83100.0,83.0,65.0,3.0,70.0,1,0,0,0
2017-05-23,897,2017-1155780,342800.0,83086.0,83.0,100.0,4.0,500.0,0,0,0,1
2017-05-23,260,2017-132193,372650.0,13016.0,13.0,150.0,5.0,1200.0,0,0,0,1
2017-05-24,1379,2017-1179952,162700.0,83033.0,83.0,90.0,4.0,47.0,0,0,0,1
2017-05-24,1383,2017-1180142,345000.0,83009.0,83.0,77.0,4.0,235.0,0,0,0,1
2017-05-24,1233,2017-1171787,495000.0,83137.0,83.0,113.0,4.0,552.0,0,0,0,1
2017-05-26,1636,2017-1192130,180000.0,84118.0,84.0,82.0,3.0,1430.0,0,0,0,1
2017-05-29,1642,2017-1192383,536950.0,84050.0,84.0,120.0,5.0,2959.0,0,0,0,1
2017-05-29,1072,2017-1164073,215000.0,83064.0,83.0,74.0,3.0,1020.0,0,0,0,1
2017-05-29,899,2017-1155870,440000.0,83107.0,83.0,140.0,4.0,1579.0,0,0,0,1
2017-05-30,1525,2017-1187143,160000.0,84129.0,84.0,69.0,3.0,294.0,0,0,0,1
2017-05-30,1524,2017-1187102,3905000.0,84081.0,84.0,63.0,3.0,20.0,1,0,0,0
2017-05-30,1639,2017-1192258,2250000.0,84054.0,84.0,52.0,3.0,2170.0,1,0,0,0
2017-05-30,795,2017-158173,225000.0,13004.0,13.0,80.0,4.0,370.0,0,0,0,1
2017-06-01,1641,2017-1192339,522700.0,84119.0,84.0,153.0,5.0,357.0,0,0,0,1
2017-06-02,1079,2017-1164395,269740.0,83146.0,83.0,155.0,3.0,2000.0,0,0,0,1
2017-06-02,508,2017-144882,135000.0,13048.0,13.0,100.0,3.0,139.0,0,0,0,1
2017-06-06,1640,2017-1192283,265000.0,84035.0,84.0,99.0,4.0,443.0,0,0,0,1
2017-06-07,1389,2017-1180500,388020.0,83027.0,83.0,115.0,4.0,500.0,0,0,0,1
2017-06-08,1725,2017-1195809,225050.0,84087.0,84.0,31.0,2.0,110.0,1,0,0,0
2017-06-08,1086,2017-1164697,142000.0,83059.0,83.0,65.0,3.0,500.0,0,0,0,1
2017-06-09,1388,2017-1180438,240000.0,83130.0,83.0,78.0,3.0,600.0,1,0,0,0
2017-06-12,1076,2017-1164271,290000.0,83121.0,83.0,88.0,3.0,515.0,0,0,0,1
2017-06-12,1527,2017-1187221,95000.0,84129.0,84.0,50.0,3.0,82.0,0,0,0,1
2017-06-12,266,2017-132544,298000.0,13209.0,13.0,86.0,4.0,418.0,0,0,0,1
2017-06-13,1526,2017-1187192,300000.0,84007.0,84.0,119.0,0.0,60.0,0,0,1,0
2017-06-14,685,2017-153288,400000.0,13112.0,13.0,143.0,5.0,735.0,0,0,0,1
2017-06-14,798,2017-158310,370000.0,13027.0,13.0,64.0,3.0,1080.0,1,0,0,0
2017-06-15,1080,2017-1164442,372375.0,83148.0,83.0,102.0,3.0,1590.0,0,0,0,1
2017-06-15,1243,2017-1172393,909600.0,83126.0,83.0,153.0,4.0,815.0,0,0,0,1
2017-06-16,274,2017-133013,276700.0,13028.0,13.0,154.0,7.0,643.0,0,0,0,1
2017-06-19,1530,2017-1187377,100000.0,84092.0,84.0,123.0,4.0,626.0,1,0,0,0
2017-06-19,1534,2017-1187571,205000.0,84031.0,84.0,150.0,7.0,500.0,0,0,0,1
2017-06-20,1533,2017-1187522,435000.0,84141.0,84.0,133.0,5.0,1000.0,0,0,0,1
2017-06-20,40,2017-120933,200000.0,13201.0,13.0,62.0,3.0,148.0,1,0,0,0
2017-06-21,277,2017-133169,382000.0,13101.0,13.0,23.0,0.0,516.0,0,0,1,0
2017-06-21,275,2017-133051,800000.0,13042.0,13.0,940.0,0.0,2560.0,0,0,1,0
2017-06-22,521,2017-145552,218800.0,13103.0,13.0,72.0,3.0,156.0,0,0,0,1
2017-06-22,1252,2017-1172949,443000.0,83062.0,83.0,91.0,3.0,627.0,0,0,0,1
2017-06-26,1394,2017-1180770,588170.0,83049.0,83.0,185.0,7.0,186.0,0,0,0,1
2017-06-27,688,2017-153440,378300.0,13056.0,13.0,86.0,5.0,517.0,0,0,0,1
2017-06-27,391,2017-138974,1160000.0,13212.0,13.0,160.0,6.0,1000.0,0,0,0,1
2017-06-28,1657,2017-1193085,200000.0,84054.0,84.0,708.0,0.0,3113.0,0,0,1,0
2017-06-28,1088,2017-1164798,440000.0,83055.0,83.0,102.0,4.0,546.0,0,0,0,1
2017-06-29,1090,2017-1164890,320000.0,83116.0,83.0,5.0,0.0,500.0,0,0,1,0
2017-06-29,800,2017-158409,22000.0,13010.0,13.0,90.0,3.0,60.0,0,0,0,1
2017-06-30,529,2017-145919,984200.0,13001.0,13.0,220.0,6.0,1209.0,0,0,0,1
2017-06-30,276,2017-133111,345000.0,13028.0,13.0,94.0,5.0,545.0,0,0,0,1
2017-06-30,803,2017-158546,250000.0,13004.0,13.0,650.0,0.0,2020.0,0,0,1,0
2017-06-30,395,2017-139174,250000.0,13211.0,13.0,15.0,1.0,147.0,1,0,0,0
2017-07-03,396,2017-139225,423500.0,13075.0,13.0,55.0,2.0,912.0,1,0,0,0
2017-07-03,1399,2017-1181040,556000.0,83047.0,83.0,99.0,4.0,1228.0,0,0,0,1
2017-07-03,393,2017-139077,18500000.0,13211.0,13.0,523.0,0.0,16109.0,0,0,1,0
2017-07-03,157,2017-126839,700000.0,13207.0,13.0,103.0,5.0,122.0,0,0,0,1
2017-07-03,1647,2017-1192628,169600.0,84047.0,84.0,73.0,3.0,463.0,0,0,0,1
2017-07-04,1650,2017-1192738,220000.0,84003.0,84.0,72.0,3.0,86.0,0,0,0,1
2017-07-04,1094,2017-1165025,285000.0,83088.0,83.0,95.0,4.0,500.0,0,0,0,1
2017-07-04,687,2017-153394,330000.0,13077.0,13.0,103.0,4.0,528.0,0,0,0,1
2017-07-05,925,2017-1157193,241330.0,83050.0,83.0,105.0,4.0,666.0,0,0,0,1
2017-07-05,400,2017-139449,69922.56,13213.0,13.0,97.0,5.0,9.0,1,0,0,0
2017-07-05,1255,2017-1173128,263000.0,83144.0,83.0,57.0,3.0,459.0,0,0,0,1
2017-07-05,806,2017-158702,80000.0,13108.0,13.0,104.0,4.0,51.0,0,0,0,1
2017-07-06,1393,2017-1180703,315000.0,83091.0,83.0,132.0,5.0,1000.0,0,0,0,1
2017-07-06,526,2017-145781,360000.0,13051.0,13.0,105.0,4.0,488.0,0,0,0,1
2017-07-07,1538,2017-1187785,80000.0,84043.0,84.0,57.0,3.0,116.0,0,0,0,1
2017-07-07,927,2017-1157314,270000.0,83063.0,83.0,85.0,5.0,108.0,0,0,0,1
2017-07-07,701,2017-153997,280000.0,13056.0,13.0,103.0,4.0,300.0,0,0,0,1
2017-07-07,392,2017-139022,623000.0,13212.0,13.0,146.0,6.0,665.0,0,0,0,1
2017-07-08,1103,2017-1165422,1200000.0,83124.0,83.0,534.0,0.0,619.0,0,0,1,0
2017-07-10,1391,2017-1180608,360000.0,83016.0,83.0,101.0,4.0,649.0,0,0,0,1
2017-07-10,534,2017-146181,320000.0,13051.0,13.0,125.0,5.0,591.0,0,0,0,1
2017-07-11,1545,2017-1188120,60000.0,84004.0,84.0,45.0,3.0,221.0,1,0,0,0
2017-07-11,929,2017-1157418,727030.0,83058.0,83.0,194.0,6.0,1070.0,0,0,0,1
2017-07-12,166,2017-127427,368000.0,13210.0,13.0,108.0,5.0,590.0,0,0,0,1
2017-07-13,1730,2017-1196026,436480.0,84027.0,84.0,127.0,5.0,916.0,0,0,0,1
2017-07-13,1104,2017-1165474,91000.0,83060.0,83.0,99.0,3.0,880.0,0,0,0,1
2017-07-13,1093,2017-1164990,260000.0,83007.0,83.0,109.0,4.0,2590.0,0,0,0,1
2017-07-17,1542,2017-1187983,350000.0,84007.0,84.0,28.0,2.0,105.0,1,0,0,0
2017-07-17,1649,2017-1192707,208000.0,84089.0,84.0,75.0,4.0,309.0,0,0,0,1
2017-07-17,1395,2017-1180827,236000.0,83091.0,83.0,45.0,1.0,242.0,1,0,0,0
2017-07-18,1256,2017-1173194,40000.0,83126.0,83.0,40.0,2.0,337.0,0,0,0,1
2017-07-18,704,2017-154125,230000.0,13054.0,13.0,80.0,4.0,124.0,0,0,0,1
2017-07-20,545,2017-146746,148100.0,13087.0,13.0,76.0,4.0,220.0,1,0,0,0
2017-07-20,1253,2017-1173007,650000.0,83137.0,83.0,27.0,1.0,203.0,1,0,0,0
2017-07-21,698,2017-153907,295000.0,13047.0,13.0,99.0,5.0,400.0,0,0,0,1
2017-07-21,1402,2017-1181195,329730.0,83132.0,83.0,165.0,5.0,1027.0,0,0,0,1
2017-07-24,1735,2017-1196222,3200.0,84087.0,84.0,79.0,4.0,77.0,0,0,0,1
2017-07-24,1404,2017-1181290,270000.0,83033.0,83.0,208.0,10.0,586.0,0,0,0,1
2017-07-24,1653,2017-1192878,210000.0,84132.0,84.0,101.0,5.0,500.0,0,0,0,1
2017-07-25,934,2017-1157689,650000.0,83115.0,83.0,179.0,8.0,5000.0,0,0,0,1
2017-07-25,1410,2017-1181602,425000.0,83069.0,83.0,76.0,2.0,500.0,0,0,0,1
2017-07-25,298,2017-134296,370000.0,13073.0,13.0,121.0,4.0,880.0,0,0,0,1
2017-07-26,1101,2017-1165337,1120000.0,83116.0,83.0,83.0,3.0,1075.0,1,0,0,0
2017-07-27,58,2017-121911,222000.0,13216.0,13.0,40.0,3.0,87.0,0,0,0,1
2017-07-27,1105,2017-1165514,200000.0,83148.0,83.0,75.0,3.0,691.0,0,0,0,1
2017-07-28,1099,2017-1165251,615000.0,83072.0,83.0,236.0,5.0,500.0,0,0,0,1
2017-07-28,938,2017-1157888,410000.0,83061.0,83.0,83.0,4.0,397.0,0,0,0,1
2017-07-28,539,2017-146443,174000.0,13069.0,13.0,10.0,1.0,73.0,1,0,0,0
2017-07-31,1654,2017-1192933,212000.0,84036.0,84.0,70.0,4.0,329.0,0,0,0,1
2017-07-31,551,2017-147010,514000.0,13019.0,13.0,96.0,4.0,961.0,0,0,0,1
2017-08-02,552,2017-147058,926300.0,13001.0,13.0,145.0,6.0,940.0,0,0,0,1
2017-08-02,936,2017-1157784,515000.0,83118.0,83.0,100.0,4.0,655.0,1,0,0,0
